fighter,elo_score,average_soo_score,ultimate_score,kd_x,sub.att_x,avg_sig_strikes,avg_takedowns,avg_sub_attempts,avg_control_time,kd_y,sig.str._y,td_y,sub.att_y,rev.,knockouts,submissions,first_round_finishes,sig_str_landed_total,sig_str_attempted_total,takedowns_landed_total,takedowns_attempted_total,sig_strikes_per_min,takedown_avg_per_min,knockdown_avg,sig_strikes_absorbed_per_min,sub_avg_per_min,total_rounds,total_fights,average_rounds_per_fight
Chris Gruetzemacher,1488,1489,1489,0.0,0.0,26.529,0.059,0.0,18.529,0.0,26.529,0.059,0.0,0.0,7,3,0,451,790,13,2,6.18,0.21,0.0,4.96,0.0,17,7,2.43
Mads Burnell,1488,1458,1476,0.0,0.111,5.556,1.0,0.111,115.222,0.0,5.556,1.0,0.111,0.111,0,0,0,50,120,9,19,1.28,3.45,0.0,2.71,0.38,9,3,3.0
Christian Aguilera,1488,1488,1488,0.0,0.0,6.75,0.0,0.0,8.0,0.0,6.75,0.0,0.0,0.0,11,0,0,27,72,13,1,2.54,0.0,0.0,4.04,0.0,4,3,1.33
Chris Cope,1488,1488,1488,0.0,0.0,14.5,0.0,0.0,17.5,0.0,14.5,0.0,0.0,0.0,0,0,0,87,330,13,1,3.96,0.0,0.0,4.82,0.0,6,3,2.0
Hector Urbina,1488,1488,1488,0.0,1.0,3.8,0.0,1.0,21.2,0.0,3.8,0.0,1.0,0.2,0,0,0,19,49,13,1,0.97,0.0,0.0,2.44,3.82,5,3,1.67
Dylan Andrews,1488,1481,1485,0.333333333,0.111,9.111,0.778,0.111,38.556,0.333,9.111,0.778,0.111,0.0,0,0,0,82,163,13,14,2.21,2.83,1.21,2.72,0.4,9,5,1.8
Khama Worthy,1488,1488,1488,0.142857143,0.143,13.286,0.0,0.143,6.857,0.143,13.286,0.0,0.143,0.286,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,7,5,1.4
Aaron Riley,1488,1485,1487,0.0,0.05,15.7,0.4,0.05,55.85,0.0,15.7,0.4,0.05,0.0,0,0,0,350,1014,13,23,3.45,1.18,0.15,3.78,0.15,20,9,2.22
Kanako Murata,1488,1488,1488,0.0,0.25,10.75,1.125,0.25,165.625,0.0,10.75,1.125,0.25,0.0,2,4,3,86,151,4,16,2.15,3.38,0.0,2.4,0.75,8,3,2.67
Jon Manley,1488,1488,1488,0.0,0.0,5.667,0.333,0.0,109.0,0.0,5.667,0.333,0.0,0.0,0,0,0,17,85,13,13,1.13,1.0,0.0,4.33,0.0,3,1,3.0
Raulian Paiva,1488,1475,1483,0.0625,0.063,18.813,0.188,0.063,29.75,0.063,18.813,0.188,0.063,0.0,4,3,3,382,897,13,17,4.14,0.65,0.16,5.01,0.16,16,7,2.29
Fabio Maldonado,1488,1473,1482,0.034482759,0.172,24.724,0.138,0.172,34.31,0.034,24.724,0.138,0.172,0.034,0,0,0,717,1218,13,7,5.29,0.44,0.11,4.31,0.55,29,11,2.64
Ian Entwistle,1488,1488,1488,0.0,2.333,0.333,0.0,2.333,11.333,0.0,0.333,0.0,2.333,0.0,0,0,0,1,13,13,3,0.11,0.0,0.0,7.36,12.07,3,3,1.0
Dustin Kimura,1488,1469,1480,0.0,0.636,5.818,0.273,0.636,19.182,0.0,5.818,0.273,0.636,0.091,0,0,0,64,301,13,8,1.33,0.93,0.0,3.82,2.18,11,5,2.2
Jimmy Crute,1488,1500,1493,0.214285714,0.571,10.857,1.357,0.571,97.786,0.214,10.857,1.357,0.571,0.214,5,4,8,217,399,1,33,3.68,4.84,0.76,3.04,2.04,14,9,1.56
Delson Heleno,1488,1488,1488,0.0,0.0,3.0,0.0,0.0,67.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,4,13,4,0.69,0.0,0.0,4.83,0.0,1,1,1.0
Viacheslav Borshchev,1488,1455,1475,0.235294118,0.0,24.529,0.0,0.0,5.882,0.235,24.529,0.0,0.0,0.118,6,0,3,458,851,13,1,5.4,0.0,0.88,4.8,0.0,17,7,2.43
Cody Brundage,1488,1490,1489,0.125,0.25,5.375,0.563,0.25,39.688,0.125,5.375,0.563,0.25,0.063,5,3,6,105,194,1,20,1.62,2.31,0.46,2.63,0.92,16,10,1.6
Chael Sonnen,1488,1507,1495,0.0,0.125,12.813,1.156,0.125,185.5,0.0,12.813,1.156,0.125,0.031,0,0,0,565,1288,13,78,3.1,3.78,0.0,1.12,0.41,32,14,2.29
KJ Noons,1488,1495,1490,0.076923077,0.0,12.538,0.0,0.0,0.385,0.077,12.538,0.0,0.0,0.0,0,0,0,715,2042,13,5,3.68,0.08,0.39,3.78,0.0,13,6,2.17
Brock Lesnar,1488,1490,1489,0.133333333,0.133,14.2,1.0,0.133,133.0,0.133,14.2,1.0,0.133,0.0,0,0,0,217,301,13,29,3.53,3.9,0.49,2.11,0.49,15,8,1.88
Gilbert Urbina,1487,1487,1487,0.2,0.2,22.4,0.8,0.2,70.2,0.2,22.4,0.8,0.2,0.0,2,2,2,112,196,2,9,5.61,3.01,0.75,4.61,0.75,5,3,1.67
Natan Levy,1487,1469,1480,0.0,0.0,19.455,1.727,0.0,52.818,0.0,19.455,1.727,0.0,0.0,0,3,2,232,442,3,36,3.7,5.03,0.0,3.19,0.48,11,4,2.75
CJ Vergara,1487,1467,1479,0.0,0.059,24.0,0.0,0.059,37.941,0.0,24.0,0.0,0.059,0.059,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,17,7,2.43
Patrick Cote,1487,1472,1481,0.113207547,0.075,12.491,0.189,0.075,46.245,0.113,12.491,0.189,0.075,0.075,0,0,0,683,1413,13,53,2.81,0.68,0.56,3.21,0.25,53,21,2.52
Austin Lingo,1487,1496,1491,0.142857143,0.0,19.071,0.143,0.0,28.857,0.143,19.071,0.143,0.0,0.0,3,2,5,267,709,1,3,3.86,0.43,0.43,4.86,0.0,14,5,2.8
Cole Smith,1487,1487,1487,0.0,0.556,8.889,0.556,0.556,131.778,0.0,8.889,0.556,0.556,0.0,2,3,0,80,226,2,15,1.78,1.67,0.0,1.96,1.67,9,3,3.0
David Michaud,1487,1471,1481,0.0,0.222,15.0,0.778,0.222,73.667,0.0,15.0,0.778,0.222,0.0,0,0,0,135,313,13,12,3.25,2.53,0.0,4.45,0.72,9,3,3.0
Thiago Perpetuo,1487,1481,1485,0.4,0.0,17.2,0.6,0.0,74.0,0.4,17.2,0.6,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,5,3,1.67
Jake Hadley,1487,1480,1484,0.055555556,0.278,17.944,0.056,0.278,33.889,0.056,17.944,0.056,0.278,0.111,2,5,4,349,809,13,18,3.8,0.33,0.16,4.16,1.14,18,7,2.57
Francisco Trevino,1487,1487,1487,0.0,0.0,11.714,0.286,0.0,35.571,0.0,11.714,0.286,0.0,0.143,0,0,0,82,193,13,9,2.65,0.97,0.0,2.42,0.0,7,3,2.33
Westin Wilson,1487,1487,1487,0.0,1.667,5.0,0.333,1.667,13.0,0.0,5.0,0.333,1.667,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,3,3,1.0
Allen Crowder,1487,1487,1487,0.0,0.25,6.75,0.25,0.25,35.5,0.0,6.75,0.25,0.25,0.0,5,3,0,72,141,13,9,2.95,1.85,0.0,2.95,1.23,4,3,1.33
Juliana Miller,1487,1487,1487,0.0,0.571,15.429,0.571,0.571,98.286,0.0,15.429,0.571,0.571,0.0,0,3,2,108,239,4,9,3.31,1.84,0.0,4.75,1.84,7,3,2.33
Damir Hadzovic,1487,1478,1483,0.090909091,0.045,14.773,0.227,0.045,20.636,0.091,14.773,0.227,0.045,0.045,7,3,4,325,675,13,9,3.36,0.78,0.31,3.26,0.16,22,9,2.44
Yan Cabral,1487,1473,1481,0.071428571,0.286,8.214,0.786,0.286,124.071,0.071,8.214,0.786,0.286,0.071,0,0,0,147,309,13,39,2.02,2.89,0.21,1.98,1.24,14,5,2.8
Godofredo Pepey,1487,1489,1488,0.052631579,0.421,9.947,0.105,0.421,35.053,0.053,9.947,0.105,0.421,0.211,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,19,11,1.73
Karl Roberson,1487,1474,1482,0.052631579,0.158,10.947,0.211,0.158,45.632,0.053,10.947,0.211,0.158,0.158,2,4,5,213,411,1,10,2.57,0.72,0.36,2.42,0.54,19,10,1.9
Bruno Santos,1487,1487,1487,0.0,0.111,5.889,1.0,0.111,110.333,0.0,5.889,1.0,0.111,0.0,0,0,0,53,115,13,24,1.18,3.0,0.0,2.27,0.33,9,3,3.0
Tyler Diamond,1487,1487,1487,0.0,0.0,17.0,1.0,0.0,170.667,0.0,17.0,1.0,0.0,0.667,0,0,0,51,107,3,4,3.4,3.0,0.0,2.53,0.0,3,1,3.0
Khalid Taha,1487,1485,1486,0.142857143,0.071,11.643,0.0,0.071,11.643,0.143,11.643,0.0,0.071,0.214,9,2,7,163,502,13,3,2.64,0.0,0.49,4.12,0.24,14,6,2.33
Jordan Rinaldi,1487,1487,1487,0.0,0.364,7.364,0.455,0.364,87.273,0.0,7.364,0.455,0.364,0.091,1,0,0,81,230,2,14,1.56,1.45,0.0,2.32,1.16,11,5,2.2
Masio Fullen,1487,1483,1485,0.0,0.0,11.143,0.143,0.0,14.714,0.0,11.143,0.143,0.0,0.0,0,0,0,78,243,13,3,2.46,0.47,0.0,3.5,0.0,7,3,2.33
Chris Beal,1487,1474,1482,0.071428571,0.071,16.143,0.5,0.071,69.5,0.071,16.143,0.5,0.071,0.214,0,0,0,226,629,13,12,3.45,1.6,0.23,3.18,0.23,14,5,2.8
Tae Hyun Bang,1487,1480,1484,0.230769231,0.154,12.769,0.154,0.154,20.538,0.231,12.769,0.154,0.154,0.231,0,0,0,166,433,2,6,2.72,0.49,0.74,2.07,0.49,13,5,2.6
Jim Alers,1487,1487,1487,0.1,0.1,13.5,0.7,0.1,68.3,0.1,13.5,0.7,0.1,0.0,0,0,0,135,335,13,17,2.9,2.26,0.32,4.38,0.32,10,4,2.5
Rob Emerson,1487,1486,1486,0.117647059,0.118,10.882,0.588,0.118,38.824,0.118,10.882,0.588,0.118,0.0,0,0,0,185,602,13,19,2.5,2.02,0.4,2.83,0.4,17,7,2.43
Sean McCorkle,1486,1486,1486,0.0,1.0,3.0,0.5,1.0,66.0,0.0,3.0,0.5,1.0,0.0,0,0,0,12,27,13,5,0.85,2.12,0.0,2.48,4.25,4,3,1.33
Jesse Bongfeldt,1486,1495,1490,0.0,0.0,14.5,0.5,0.0,79.0,0.0,14.5,0.5,0.0,0.5,0,0,0,58,93,13,6,2.91,1.51,0.0,1.01,0.0,4,2,2.0
Vitor Miranda,1486,1489,1487,0.0,0.059,13.824,0.294,0.059,38.353,0.0,13.824,0.294,0.059,0.059,0,0,0,235,512,5,9,2.98,0.95,0.0,2.95,0.19,17,7,2.43
Justine Kish,1486,1466,1478,0.047619048,0.048,22.333,0.286,0.048,33.571,0.048,22.333,0.286,0.048,0.143,0,2,0,469,975,4,18,4.51,0.87,0.14,4.59,0.14,21,7,3.0
Robelis Despaigne,1486,1459,1475,0.142857143,0.0,9.143,0.0,0.0,3.0,0.143,9.143,0.0,0.0,0.0,5,0,5,64,107,0,0,2.11,0.0,0.5,2.54,0.0,7,3,2.33
Neil Seery,1486,1478,1483,0.1,0.5,17.2,0.25,0.5,19.8,0.1,17.2,0.25,0.5,0.15,0,0,0,344,836,5,18,3.56,0.78,0.31,3.79,1.55,20,7,2.86
Ivana Petrovic,1486,1469,1479,0.0,0.333,9.222,0.778,0.333,117.0,0.0,9.222,0.778,0.333,0.444,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,9,3,3.0
Antonio Braga Neto,1486,1509,1495,0.0,0.143,5.714,0.857,0.143,99.0,0.0,5.714,0.857,0.143,0.143,0,0,0,40,120,6,16,1.36,3.07,0.0,3.92,0.51,7,3,2.33
Jake Hecht,1486,1486,1486,0.0,0.0,12.0,0.5,0.0,31.333,0.0,12.0,0.5,0.0,0.0,0,0,0,72,151,13,8,3.26,2.04,0.0,2.76,0.0,6,3,2.0
Phil Baroni,1486,1486,1486,0.238095238,0.143,12.048,0.381,0.143,69.952,0.238,12.048,0.381,0.143,0.095,0,0,0,512,1130,13,38,2.77,1.46,0.65,3.93,0.49,21,10,2.1
Alex Gorgees,1486,1486,1486,0.0,0.0,3.333,0.0,0.0,0.0,0.0,3.333,0.0,0.0,0.0,0,0,0,10,31,0,0,0.67,0.0,0.0,2.27,0.0,3,1,3.0
Danny Chavez,1486,1478,1482,0.0,0.0,13.2,0.6,0.0,17.0,0.0,13.2,0.6,0.0,0.0,3,0,3,132,342,6,10,2.86,1.95,0.0,3.83,0.0,10,4,2.5
Daichi Abe,1486,1490,1488,0.111111111,0.0,19.0,0.111,0.0,2.444,0.111,19.0,0.111,0.0,0.0,0,0,0,171,508,1,2,3.8,0.33,0.33,4.49,0.0,9,3,3.0
Kamuela Kirk,1486,1486,1486,0.0,0.5,13.25,0.375,0.5,59.25,0.0,13.25,0.375,0.5,0.0,5,6,9,161,319,13,19,3.22,1.5,0.0,5.87,1.2,8,3,2.67
Caol Uno,1486,1479,1483,0.0,0.074,9.852,0.741,0.074,103.111,0.0,9.852,0.741,0.074,0.222,0,0,0,266,487,13,64,2.15,2.42,0.0,2.83,0.24,27,10,2.7
Bruno Korea,1486,1486,1486,0.333333333,0.0,9.0,0.0,0.0,0.0,0.333,9.0,0.0,0.0,0.0,0,0,0,30,88,13,1,2.12,0.0,1.06,3.96,0.0,3,1,3.0
Spike Carlyle,1486,1486,1486,0.0,0.143,11.429,1.0,0.143,115.143,0.0,11.429,1.0,0.143,0.571,5,3,0,80,148,13,19,2.55,3.34,0.0,3.85,0.48,7,3,2.33
Shane Carwin,1486,1484,1485,0.444444444,0.0,14.556,0.222,0.0,48.444,0.444,14.556,0.222,0.0,0.0,0,0,0,139,294,13,9,4.38,1.42,1.89,3.53,0.0,9,6,1.5
Chad Anheliger,1485,1482,1484,0.133333333,0.133,15.2,0.267,0.133,36.8,0.133,15.2,0.267,0.133,0.067,7,3,6,275,596,13,13,3.11,0.68,0.51,2.76,0.51,15,5,3.0
Edgar Chairez,1485,1455,1473,0.125,0.625,15.625,0.0,0.625,8.25,0.125,15.625,0.0,0.625,0.125,4,7,8,176,387,13,2,3.45,0.0,0.29,5.21,1.47,8,4,2.0
James Mulheron,1485,1485,1485,0.0,0.0,12.0,0.0,0.0,13.333,0.0,12.0,0.0,0.0,0.0,0,0,0,36,114,0,0,2.4,0.0,0.0,3.47,0.0,3,1,3.0
Igor Severino,1485,1485,1485,0.0,0.0,18.0,2.5,0.0,90.0,0.0,18.0,2.5,0.0,0.0,4,4,3,111,212,5,14,7.17,9.69,1.94,4.33,0.0,2,1,2.0
Reginaldo Vieira,1485,1466,1478,0.0,0.25,17.875,0.625,0.25,69.5,0.0,17.875,0.625,0.25,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,8,3,2.67
Sheldon Westcott,1485,1476,1482,0.0,0.0,10.5,1.0,0.0,157.667,0.0,10.5,1.0,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,6,3,2.0
Bassil Hafez,1485,1485,1485,0.0,0.0,16.778,0.667,0.0,54.0,0.0,16.778,0.667,0.0,0.111,1,4,4,151,395,3,25,3.71,2.21,0.0,5.68,0.0,9,3,3.0
Kevin Ferguson,1485,1485,1485,0.0,0.2,6.4,1.2,0.2,82.2,0.0,6.4,1.2,0.2,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,5,2,2.5
George Sullivan,1485,1471,1480,0.0,0.2,15.467,0.4,0.2,76.2,0.0,15.467,0.4,0.2,0.067,0,0,0,232,583,6,29,3.53,1.37,0.0,2.42,0.69,15,7,2.14
Marcus Davis,1485,1498,1490,0.193548387,0.387,11.484,0.452,0.387,57.548,0.194,11.484,0.452,0.387,0.0,0,0,0,356,896,13,29,2.72,1.6,0.69,2.79,1.37,31,15,2.07
Reza Madadi,1485,1487,1486,0.0,0.15,11.3,0.95,0.15,68.15,0.0,11.3,0.95,0.15,0.0,0,0,0,226,486,19,56,2.51,3.17,0.0,3.31,0.5,20,7,2.86
Rob Broughton,1485,1484,1485,0.0,1.0,13.111,0.0,1.0,34.0,0.0,13.111,0.0,1.0,0.111,0,0,0,118,196,13,1,2.83,0.0,0.0,2.54,3.24,9,3,3.0
Chris Barnett,1485,1485,1485,0.111111111,0.0,16.444,0.0,0.0,10.889,0.111,16.444,0.0,0.0,0.0,18,0,8,160,339,13,2,4.21,0.0,0.39,6.53,0.0,9,4,2.25
John Maguire,1485,1453,1472,0.0,0.357,7.0,0.929,0.357,104.571,0.0,7.0,0.929,0.357,0.071,0,0,0,98,236,13,28,1.41,2.8,0.0,2.44,1.08,14,5,2.8
Emily Ducote,1485,1485,1485,0.0,0.0,37.267,0.067,0.0,4.0,0.0,37.267,0.067,0.0,0.0,3,4,3,559,1072,13,7,7.45,0.2,0.0,7.84,0.0,15,5,3.0
Tim Credeur,1485,1499,1490,0.222222222,0.889,14.556,0.111,0.889,30.889,0.222,14.556,0.111,0.889,0.0,0,0,0,131,424,13,1,3.59,0.41,0.82,3.13,3.29,9,5,1.8
Adam Milstead,1485,1514,1496,0.0,0.0,15.875,0.0,0.0,2.5,0.0,15.875,0.0,0.0,0.0,6,2,0,127,271,0,0,3.85,0.0,0.0,4.79,0.0,8,4,2.0
Jeff Hougland,1485,1467,1478,0.0,0.444,10.333,0.222,0.444,29.889,0.0,10.333,0.222,0.444,0.222,0,0,0,97,200,13,16,1.86,0.86,0.0,3.46,1.15,9,3,3.0
Riki Fukuda,1485,1468,1478,0.0,0.0,23.333,0.867,0.0,73.4,0.0,23.333,0.867,0.0,0.0,0,0,0,350,757,13,29,4.67,2.6,0.0,4.45,0.0,15,5,3.0
Mickael Lebout,1485,1467,1478,0.0,0.0,13.0,0.0,0.0,51.556,0.0,13.0,0.0,0.0,0.333,0,0,0,117,335,13,4,2.6,0.0,0.0,2.98,0.0,9,3,3.0
Kurt Pellegrino,1485,1490,1487,0.107142857,0.25,10.857,0.857,0.25,124.607,0.107,10.857,0.857,0.25,0.143,0,0,0,304,699,13,44,2.45,2.9,0.36,1.94,0.85,28,12,2.33
Marcus LeVesseur,1485,1486,1485,0.0,0.167,11.5,1.167,0.167,147.667,0.0,11.5,1.167,0.167,0.0,0,0,0,69,107,13,19,2.55,3.89,0.0,3.7,0.56,6,3,2.0
Irwin Rivera,1485,1484,1484,0.0,0.0,16.778,0.333,0.0,9.222,0.0,16.778,0.333,0.0,0.111,5,1,0,151,343,13,18,3.36,1.0,0.0,5.07,0.0,9,3,3.0
Luke Zachrich,1485,1484,1484,0.0,0.0,18.4,0.2,0.0,0.2,0.0,18.4,0.2,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,5,3,1.67
Cristian Quinonez,1485,1485,1485,0.0,0.0,12.2,0.4,0.0,39.0,0.0,12.2,0.4,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,5,3,1.67
Carli Judice,1485,1485,1485,0.0,0.0,56.333,0.667,0.0,21.333,0.0,56.333,0.667,0.0,0.0,3,0,3,337,617,2,8,11.23,1.0,0.0,10.1,0.0,3,1,3.0
Mitch Raposo,1485,1485,1485,0.0,0.0,10.667,0.333,0.0,3.0,0.0,10.667,0.333,0.0,0.0,4,3,4,53,158,1,5,2.29,1.94,0.0,3.32,0.0,3,1,3.0
SeungGuk Choi,1485,1485,1485,0.333333333,0.0,6.667,0.0,0.0,52.667,0.333,6.667,0.0,0.0,0.0,2,0,2,197,462,13,18,2.69,1.02,0.21,2.69,0.0,3,1,3.0
Chris Spang,1485,1485,1485,0.0,0.0,1.667,0.0,0.0,0.0,0.0,1.667,0.0,0.0,0.0,0,0,0,5,57,0,0,0.33,0.0,0.0,4.33,0.0,3,1,3.0
Henry Martinez,1485,1468,1478,0.0,0.0,13.25,0.0,0.0,17.875,0.0,13.25,0.0,0.0,0.0,0,0,0,106,417,13,3,2.79,0.0,0.0,4.01,0.0,8,3,2.67
Na Liang,1485,1485,1485,0.0,0.5,9.5,1.5,0.5,84.0,0.0,9.5,1.5,0.5,1.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,2,1,2.0
Marcos Vinicius,1485,1484,1484,0.0,0.125,7.375,0.0,0.125,20.375,0.0,7.375,0.0,0.125,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,8,3,2.67
Shannon Gugerty,1485,1487,1486,0.0,0.889,4.889,0.556,0.889,77.222,0.0,4.889,0.556,0.889,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,9,5,1.8
Sasha Palatnikov,1485,1485,1485,0.0,0.0,23.167,0.167,0.0,42.0,0.0,23.167,0.167,0.0,0.0,3,0,0,139,262,13,1,6.69,0.72,0.0,5.44,0.0,6,3,2.0
Anton Kuivanen,1485,1485,1485,0.0,0.125,10.625,0.375,0.125,62.375,0.0,10.625,0.375,0.125,0.25,0,0,0,85,223,13,3,2.27,1.2,0.0,1.63,0.4,8,3,2.67
Josh Stansbury,1485,1485,1485,0.0,0.286,14.429,0.0,0.286,103.143,0.0,14.429,0.0,0.286,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,7,3,2.33
Ron Stallings,1484,1469,1478,0.0,0.0,14.0,0.0,0.0,12.333,0.0,14.0,0.0,0.0,0.0,0,0,0,84,138,0,0,3.22,0.0,0.0,3.26,0.0,6,3,2.0
Rob Kimmons,1484,1483,1484,0.0,0.615,7.231,0.538,0.615,61.462,0.0,7.231,0.538,0.615,0.077,0,0,0,94,193,13,15,1.86,2.08,0.0,4.79,2.37,13,7,1.86
Mike Swick,1484,1471,1479,0.129032258,0.161,9.258,0.258,0.161,53.613,0.129,9.258,0.258,0.161,0.032,0,0,0,334,881,13,20,2.36,1.06,0.53,2.29,0.64,31,15,2.07
Roosevelt Roberts,1484,1476,1481,0.0,0.19,12.0,0.238,0.19,56.952,0.0,12.0,0.238,0.19,0.048,4,5,6,288,656,13,30,2.84,1.18,0.0,3.1,0.74,21,10,2.1
Preston Parsons,1484,1497,1489,0.0,0.769,17.154,1.154,0.769,100.231,0.0,17.154,1.154,0.769,0.231,0,9,8,223,430,13,41,3.5,3.53,0.0,3.12,2.35,13,5,2.6
Tom Blackledge,1484,1484,1484,0.0,0.0,8.0,0.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,0,0,0,8,13,0,0,2.91,0.0,0.0,2.55,0.0,1,1,1.0
Brok Weaver,1484,1477,1481,0.0,0.2,15.0,0.2,0.2,33.6,0.0,15.0,0.2,0.2,0.2,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,5,3,1.67
Toshiomi Kazama,1484,1476,1481,0.0,0.333,2.0,0.333,0.333,86.333,0.0,2.0,0.333,0.333,0.333,3,6,6,46,86,13,24,1.72,1.68,0.0,3.89,0.56,3,2,1.5
Christina Marks,1484,1484,1484,0.0,0.0,10.0,1.0,0.0,41.0,0.0,10.0,1.0,0.0,0.0,0,0,0,10,17,13,1,5.0,7.5,0.0,3.0,0.0,1,1,1.0
Ernest Chavez,1484,1468,1478,0.0,0.0,13.429,0.286,0.0,61.0,0.0,13.429,0.286,0.0,0.0,0,0,0,94,231,13,6,2.79,0.89,0.0,3.89,0.0,7,3,2.33
Matt Serra,1484,1510,1494,0.142857143,0.286,9.514,0.657,0.286,98.829,0.143,9.514,0.657,0.286,0.143,0,0,0,333,837,13,110,1.98,2.05,0.45,2.64,0.89,35,14,2.5
Steve Lopez,1484,1484,1484,0.0,0.0,5.8,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0,0,0,29,120,0,0,1.39,0.0,0.0,2.69,0.0,5,2,2.5
Leandro Issa,1484,1484,1484,0.0,0.385,10.077,0.769,0.385,109.615,0.0,10.077,0.769,0.385,0.154,0,0,0,131,346,13,45,2.08,2.38,0.0,3.17,1.19,13,5,2.6
Jamie Yager,1484,1484,1484,0.0,0.0,14.5,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,2,1,2.0
Adam Yandiev,1484,1484,1484,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,2,1,2.0
Baergeng Jieleyisi,1484,1484,1484,0.0,0.0,3.0,0.333,0.0,5.667,0.0,3.0,0.333,0.0,0.0,4,10,8,95,250,1,8,1.75,1.65,0.0,2.3,0.28,3,1,3.0
Ben Sosoli,1484,1484,1484,0.0,0.0,7.75,0.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,6,0,0,43,137,0,0,2.31,0.0,0.0,4.3,0.0,4,2,2.0
Kaan Ofli,1484,1484,1484,0.0,0.0,6.0,0.0,0.0,46.5,0.0,6.0,0.0,0.0,0.0,2,6,6,12,28,0,0,1.85,0.0,0.0,4.77,0.0,2,1,2.0
Katlyn Cerminara,1484,1484,1484,0.0,0.0,22.0,0.333,0.0,57.333,0.0,22.0,0.333,0.0,0.0,2,1,2,1104,3159,13,32,4.58,0.31,0.06,4.48,0.31,3,1,3.0
Kiru Sahota,1484,1484,1484,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,1,1,1.0
Nyamjargal Tumendemberel,1484,1484,1484,0.333333333,0.333,8.667,0.0,0.333,5.0,0.333,8.667,0.0,0.333,0.333,2,5,4,97,251,13,16,3.13,2.42,0.97,3.29,2.42,3,1,3.0
Robert Valentin,1484,1484,1484,0.0,1.0,0.5,0.0,1.0,49.0,0.0,0.5,0.0,1.0,0.5,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,2,1,2.0
Stewart Nicoll,1484,1484,1484,0.0,0.0,8.0,1.0,0.0,124.0,0.0,8.0,1.0,0.0,0.0,4,3,5,8,17,1,1,3.02,5.66,0.0,1.13,0.0,1,1,1.0
Zygimantas Ramaska,1484,1484,1484,0.0,0.5,3.0,0.0,0.5,55.5,0.0,3.0,0.0,0.5,1.0,5,4,5,6,10,0,0,0.96,0.0,0.0,2.25,2.41,2,1,2.0
Ryan Jensen,1484,1482,1483,0.090909091,0.455,9.091,0.364,0.455,45.0,0.091,9.091,0.364,0.455,0.182,0,0,0,100,248,13,8,2.94,1.76,0.44,3.41,2.2,11,8,1.38
Karo Parisyan,1484,1487,1485,0.0,0.313,11.719,1.656,0.313,110.938,0.0,11.719,1.656,0.313,0.063,0,0,0,375,904,13,89,2.49,5.27,0.0,2.19,0.99,32,13,2.46
Joe Doerksen,1484,1486,1485,0.045454545,0.636,5.409,0.545,0.636,50.0,0.045,5.409,0.545,0.636,0.136,0,0,0,122,296,13,37,1.27,1.87,0.16,3.23,2.18,22,9,2.44
Hailey Cowan,1484,1484,1484,0.0,0.0,21.0,0.667,0.0,96.667,0.0,21.0,0.667,0.0,0.0,2,2,1,89,211,2,9,2.97,1.5,0.0,3.17,0.0,3,1,3.0
Ali AlQaisi,1484,1484,1484,0.0,0.333,12.167,1.167,0.333,79.167,0.0,12.167,1.167,0.333,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,6,2,3.0
Yancy Medeiros,1484,1489,1486,0.310344828,0.207,19.0,0.103,0.207,21.69,0.31,19.0,0.103,0.207,0.103,8,4,0,600,1608,1,6,4.36,0.33,0.98,5.67,0.65,29,15,1.93
